Name,Feature,Full Address,Street,Municipality,Categories,Plus Code,Phones,Emails,Review Count,Average Rating,Review URL,Google Maps URL,Cid,Google Knowledge URL,Kgmid,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image,Place Id
Boukan,Casual place for Haitian street eats,"452 Kingston Rd, Toronto, ON M4L 1V3",452 Kingston Rd,Toronto,"Restaurant, Caribbean restaurant, Haitian restaurant",87M2MMGW+V9,"(416) 686-1880, +1 416-686-1880",,159,4.8,"https://search.google.com/local/reviews?placeid=ChIJT65SZOPN1IkRQO1rZI8TcbA&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=12713964729629666624,12713964729629666624,https://www.google.com/search?kgmid=/g/11j3tjw8x2&kponly,/g/11j3tjw8x2,43.6771266,-79.3040269,,,"Saturday:[2-10p.m.], Sunday:[2-8p.m.], Monday:[Closed], Tuesday:[Closed], Wednesday:[2-10p.m.], Thursday:[2-10p.m.], Friday:[2-10p.m.]",https://lh5.googleusercontent.com/p/AF1QipPFT_4x5sO6JpVY_NCxyul26go8pdgBgmTQcutj=w92-h92-k-no,ChIJT65SZOPN1IkRQO1rZI8TcbA
Island Mix Restaurant & Lounge,Caribbean-Chinese fare in a simple spot,"3175 Rutherford Rd, Concord, ON L4K 5Y6",3175 Rutherford Rd,Concord,"Caribbean restaurant, Asian restaurant, Brunch restaurant, Buffet restaurant, Family restaurant, Restaurant",87M2RFH6+5R,"(905) 761-6649, +1 905-761-6649",contactus@islandmix.ca,642,4.1,"https://search.google.com/local/reviews?placeid=ChIJqQMkmkAvK4gRJ9n6tV3wXgg&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=603183685389965607,603183685389965607,https://www.google.com/search?kgmid=/g/1tlc8pv1&kponly,/g/1tlc8pv1,43.8279497,-79.5379026,http://islandmix.ca/,islandmix.ca,"Saturday:[11:30a.m.-12a.m.], Sunday:[11:30a.m.-8p.m.], Monday:[Closed], Tuesday:[11:30a.m.-8p.m.], Wednesday:[11:30a.m.-8p.m.], Thursday:[11:30a.m.-8p.m.], Friday:[11:30a.m.-12a.m.]",https://lh5.googleusercontent.com/p/AF1QipMO9EWbJD09PbmkeBnOjcoGak3nQUbdZDZYEfQ=w122-h92-k-no,ChIJqQMkmkAvK4gRJ9n6tV3wXgg
Chris Jerk,Counter-serve spot for Jamaican fare,"2570 Birchmount Rd, Scarborough, ON M1T 2M5",2570 Birchmount Rd,Scarborough,"Caribbean restaurant, Chicken restaurant, Southern restaurant (US)",87M2QMQX+R2,"(416) 297-5375, +1 416-297-5375",tonidaley@live.ca,2802,4.5,"https://search.google.com/local/reviews?placeid=ChIJS1HeGM7T1IkR49_PD388HCY&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=2746136389212954595,2746136389212954595,https://www.google.com/search?kgmid=/g/11byl2bng3&kponly,/g/11byl2bng3,43.789588599999995,-79.30241339999999,http://chrisjerkbistro.com/,chrisjerkbistro.com,"Saturday:[12-9p.m.], Sunday:[Closed], Monday:[Closed], Tuesday:[11a.m.-8p.m.], Wednesday:[11a.m.-8p.m.], Thursday:[11a.m.-8p.m.], Friday:[11a.m.-9p.m.]",https://lh5.googleusercontent.com/p/AF1QipPMO0ZtkdsBesfvkUHcz3A2zjJ7owLmOiy-a3Wh=w80-h106-k-no,ChIJS1HeGM7T1IkR49_PD388HCY
Butt Karahi & Tikka - Pakistani - Indo Cuisine,,"2652 Islington Ave, Etobicoke, ON M9V 2X5",2652 Islington Ave,Etobicoke,"Restaurant, Indian Muslim restaurant, Indian restaurant, Indian takeaway, Pakistani restaurant",87M2PCQM+8F,"(647) 508-0404, +1 647-508-0404",,57,4.8,"https://search.google.com/local/reviews?placeid=ChIJHZiegg47K4gRwgUHNI-Tmj8&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=4583137814065382850,4583137814065382850,https://www.google.com/search?kgmid=/g/11pd11z6wh&kponly,/g/11pd11z6wh,43.738268,-79.5663697,http://www.butkarahi.ca/,butkarahi.ca,"Saturday:[1-11p.m.], Sunday:[1-11p.m.], Monday:[3-11p.m.], Tuesday:[Closed], Wednesday:[3-11p.m.], Thursday:[3-11p.m.], Friday:[1-11p.m.]",https://lh5.googleusercontent.com/p/AF1QipMZmBIcKBgIcYo1Ekc-g5ItIQH7yr0Y1CZgKXoU=w138-h92-k-no,ChIJHZiegg47K4gRwgUHNI-Tmj8
Lavelle,Trendy rooftop eatery with lounge & pool,"627 King St W, Toronto, ON M5V 1M5",627 King St W,Toronto,"Restaurant, Bar, Japanese restaurant",87M2JHVX+H9,"(647) 347-9353, +1 647-347-9353","reservations@chezlavelle.com, events@chezlavelle.com",2952,3.7,"https://search.google.com/local/reviews?placeid=ChIJ1elEw2rL1IkRGIfjx_v91FQ&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=6112789852080801560,6112789852080801560,https://www.google.com/search?kgmid=/g/11c4757j3l&kponly,/g/11c4757j3l,43.6439805,-79.40152479999999,http://chezlavelle.com/,chezlavelle.com,"Saturday:[12p.m.-2a.m.], Sunday:[12p.m.-2a.m.], Monday:[5p.m.-2a.m.], Tuesday:[5p.m.-2a.m.], Wednesday:[5p.m.-2a.m.], Thursday:[5p.m.-2a.m.], Friday:[5p.m.-2a.m.]",https://lh5.googleusercontent.com/p/AF1QipM6s8CaiVy9mWSr7qcHTZ_Z4AVTYSLDdeoBUvTL=w163-h92-k-no,ChIJ1elEw2rL1IkRGIfjx_v91FQ
Teriyaki Experience,Chain for grilled-to-order Japanese fare,"7600 Weston Rd, Woodbridge, ON L4L 8B7",7600 Weston Rd,Woodbridge,"Lunch restaurant, Fast food restaurant, Japanese restaurant, Vegetarian restaurant",87M2QFP2+XF,"(905) 265-7388, +1 905-265-7388",info@teriyakiexperience.com,65,3.5,"https://search.google.com/local/reviews?placeid=ChIJvbnmVu0vK4gRa3z8Zrf6-YM&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=9509907753783295083,9509907753783295083,https://www.google.com/search?kgmid=/g/12cp4102g&kponly,/g/12cp4102g,43.7873981,-79.5487691,https://www.teriyakiexperience.com/,teriyakiexperience.com,"Saturday:[11a.m.-7:30p.m.], Sunday:[Closed], Monday:[11a.m.-7:30p.m.], Tuesday:[11a.m.-7:30p.m.], Wednesday:[11a.m.-7:30p.m.], Thursday:[11a.m.-7:30p.m.], Friday:[11a.m.-7:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipO5oN3yjal0hWxlBBdqfu6G4KUarMOgPrkfqFyb=w138-h92-k-no,ChIJvbnmVu0vK4gRa3z8Zrf6-YM
The Keg Steakhouse + Bar - Vaughan Mills,Upscale chain for steak & seafood,"3300 Rutherford Rd, Vaughan, ON L4K 5Z2",3300 Rutherford Rd,Vaughan,Restaurant,87M2RFH6+R3,"(905) 417-3570, +1 905-417-3570",bustere@kegrestaurants.com,2529,4.4,"https://search.google.com/local/reviews?placeid=ChIJwTFx00AvK4gRVnxngcPrpGI&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=7108065336819678294,7108065336819678294,https://www.google.com/search?kgmid=/g/1tl9n63s&kponly,/g/1tl9n63s,43.829583899999996,-79.53986309999999,https://kegsteakhouse.com/en/locations/vaughan,kegsteakhouse.com,"Saturday:[3p.m.-1a.m.], Sunday:[12-11p.m.], Monday:[4-11p.m.], Tuesday:[4-11p.m.], Wednesday:[4p.m.-12a.m.], Thursday:[4p.m.-12a.m.], Friday:[4p.m.-1a.m.]",https://lh5.googleusercontent.com/p/AF1QipP1Wv_InIMNw8h2Yk637epWcdW7NYEItDHbON84=w80-h142-k-no,ChIJwTFx00AvK4gRVnxngcPrpGI
Lavelle,Trendy rooftop eatery with lounge & pool,"627 King St W, Toronto, ON M5V 1M5",627 King St W,Toronto,"Restaurant, Bar, Japanese restaurant",87M2JHVX+H9,"(647) 347-9353, +1 647-347-9353","reservations@chezlavelle.com, events@chezlavelle.com",2952,3.7,"https://search.google.com/local/reviews?placeid=ChIJ1elEw2rL1IkRGIfjx_v91FQ&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=6112789852080801560,6112789852080801560,https://www.google.com/search?kgmid=/g/11c4757j3l&kponly,/g/11c4757j3l,43.6439805,-79.40152479999999,http://chezlavelle.com/,chezlavelle.com,"Saturday:[12p.m.-2a.m.], Sunday:[12p.m.-2a.m.], Monday:[5p.m.-2a.m.], Tuesday:[5p.m.-2a.m.], Wednesday:[5p.m.-2a.m.], Thursday:[5p.m.-2a.m.], Friday:[5p.m.-2a.m.]",https://lh5.googleusercontent.com/p/AF1QipM6s8CaiVy9mWSr7qcHTZ_Z4AVTYSLDdeoBUvTL=w163-h92-k-no,ChIJ1elEw2rL1IkRGIfjx_v91FQ
Butt Karahi & Tikka - Pakistani - Indo Cuisine,,"2652 Islington Ave, Etobicoke, ON M9V 2X5",2652 Islington Ave,Etobicoke,"Restaurant, Indian Muslim restaurant, Indian restaurant, Indian takeaway, Pakistani restaurant",87M2PCQM+8F,"(647) 508-0404, +1 647-508-0404",,57,4.8,"https://search.google.com/local/reviews?placeid=ChIJHZiegg47K4gRwgUHNI-Tmj8&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=4583137814065382850,4583137814065382850,https://www.google.com/search?kgmid=/g/11pd11z6wh&kponly,/g/11pd11z6wh,43.738268,-79.5663697,http://www.butkarahi.ca/,butkarahi.ca,"Saturday:[1-11p.m.], Sunday:[1-11p.m.], Monday:[3-11p.m.], Tuesday:[Closed], Wednesday:[3-11p.m.], Thursday:[3-11p.m.], Friday:[1-11p.m.]",https://lh5.googleusercontent.com/p/AF1QipMZmBIcKBgIcYo1Ekc-g5ItIQH7yr0Y1CZgKXoU=w138-h92-k-no,ChIJHZiegg47K4gRwgUHNI-Tmj8
The Rooftop,Bar with skyline views & varied snacks,"The Broadview Hotel, 106 Broadview Ave, Toronto, ON M4M 2G1",The Broadview Hotel,Toronto,"Restaurant, Bar, Lounge",87M2MJ5X+HW,"(416) 362-8439, +1 416-362-8439","info@thebroadviewhotel.ca, events@thebroadviewhotel.ca, dinewithus@thebroadviewhotel.ca, last@thebroadviewhotel.ca",720,4.2,"https://search.google.com/local/reviews?placeid=ChIJhW1uRmzL1IkRfyD-EsPSqeU&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=16548990041028698239,16548990041028698239,https://www.google.com/search?kgmid=/g/11f0wrn76k&kponly,/g/11f0wrn76k,43.658955899999995,-79.3501888,http://www.thebroadviewhotel.ca/food-drink.html,thebroadviewhotel.ca,"Saturday:[12p.m.-12:30a.m.], Sunday:[12-11p.m.], Monday:[4-11p.m.], Tuesday:[4-11p.m.], Wednesday:[4-11p.m.], Thursday:[4-11p.m.], Friday:[12p.m.-12:30a.m.]",https://lh5.googleusercontent.com/p/AF1QipPuTf77QVQsQyLn4zi4wXzKv_JA8kuQuMzEjj4P=w193-h92-k-no,ChIJhW1uRmzL1IkRfyD-EsPSqeU
Prague Restaurant,Elegant destination for Czech cuisine,"450 Scarborough Golf Club Rd, Scarborough, ON M1G 1H1",450 Scarborough Golf Club Rd,Scarborough,"Czech restaurant, Eastern European restaurant, European restaurant, Event venue, Wedding venue",87M2QQ3M+QH,"(416) 289-0283, +1 416-289-0283",mariana@praguerestaurant.ca,477,4.6,"https://search.google.com/local/reviews?placeid=ChIJvURWdhPQ1IkRX3M6E8ItTQc&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=526127043041719135,526127043041719135,https://www.google.com/search?kgmid=/g/1tg6ljsc&kponly,/g/1tg6ljsc,43.7544861,-79.2160102,http://praguerestaurant.ca/,praguerestaurant.ca,,https://lh5.googleusercontent.com/p/AF1QipPEH1STrktcHRStg3PAPg1IZBC7DR3UkmGoEt4w=w163-h92-k-no,ChIJvURWdhPQ1IkRX3M6E8ItTQc
Yasu Toronto,Tiny spot for sushi-only omakase menu,"81 Harbord St, Toronto, ON M5S 1G4",81 Harbord St,Toronto,"Sushi restaurant, Bar, Japanese restaurant",87M2MH7W+3P,"(416) 477-2361, +1 416-477-2361","toronto@yasu-sushibar.com, info@yasu-sushibar.com",893,4.7,"https://search.google.com/local/reviews?placeid=ChIJ4e2of5U0K4gRdQc3z7Q2QyI&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=2468877170927667061,2468877170927667061,https://www.google.com/search?kgmid=/g/1q62dgj43&kponly,/g/1q62dgj43,43.6627375,-79.4031858,https://yasu-sushibar.com/index.html,yasu-sushibar.com,"Saturday:[5-11:30p.m.], Sunday:[5-11:30p.m.], Monday:[5-11:30p.m.], Tuesday:[5-11:30p.m.], Wednesday:[5-11:30p.m.], Thursday:[5-11:30p.m.], Friday:[5-11:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipM-vbHO25qiAehpFuxkGmH5WgbPgjC316h6bByt=w122-h92-k-no,ChIJ4e2of5U0K4gRdQc3z7Q2QyI
Wendy's,Fast-food burger chain,"4100 Steeles Ave W, Vaughan, ON L4L 3S8",4100 Steeles Ave W,Vaughan,"Fast food restaurant, Hamburger restaurant, Restaurant",87M2QC9V+GP,"(905) 265-8212, +1 905-265-8212",,862,4.1,"https://search.google.com/local/reviews?placeid=ChIJ9RaCTv0vK4gRwDG9GpmTnvU&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=17698745871400513984,17698745871400513984,https://www.google.com/search?kgmid=/g/1tj536w6&kponly,/g/1tj536w6,43.76878,-79.5556426,https://locations.wendys.com/canada/on/vaughan/4100-steeles-ave.-west?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_CA,locations.wendys.com,"Saturday:[7a.m.-11p.m.], Sunday:[7a.m.-11p.m.], Monday:[6:30a.m.-11p.m.], Tuesday:[6:30a.m.-11p.m.], Wednesday:[6:30a.m.-11p.m.], Thursday:[6:30a.m.-11p.m.], Friday:[7:30a.m.-10p.m.]",https://lh5.googleusercontent.com/p/AF1QipPUdBzMWwor04xgD8yv8p9w3z7996Tivqc_KaGd=w122-h92-k-no,ChIJ9RaCTv0vK4gRwDG9GpmTnvU
Ital Vital Rastarant,Homey vegan carryout with a juice bar,"741 Pharmacy Ave, Scarborough, ON M1L 3J4",741 Pharmacy Ave,Scarborough,Vegan restaurant,87M2PP84+WG,"(647) 428-7432, +1 647-428-7432",Italvitalrastarant741@gmail.com,868,4.7,"https://search.google.com/local/reviews?placeid=ChIJ807H29nN1IkRXgBPPRC1DR8&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=2237643671225696350,2237643671225696350,https://www.google.com/search?kgmid=/g/1pyqwf5wh&kponly,/g/1pyqwf5wh,43.7172511,-79.2937456,http://italvitalrastarant.com/,italvitalrastarant.com,"Saturday:[11:30a.m.-7p.m.], Sunday:[11:30a.m.-7p.m.], Monday:[Closed], Tuesday:[11:30a.m.-7p.m.], Wednesday:[11:30a.m.-7p.m.], Thursday:[11:30a.m.-7p.m.], Friday:[11:30a.m.-7p.m.]",https://lh5.googleusercontent.com/p/AF1QipNRMw-FAyDwBeTGv0Yi9jbd8cHs8ubtslVFWI1O=w122-h92-k-no,ChIJ807H29nN1IkRXgBPPRC1DR8
T Dot Jerk,,"26 Roncesvalles Ave, Toronto, ON M6R 2K3",26 Roncesvalles Ave,Toronto,"Jamaican restaurant, Caribbean restaurant, Delivery Restaurant, Takeout Restaurant, Restaurant",87M2JHQ3+R7,"(416) 534-5375, +1 416-534-5375",,253,4.7,"https://search.google.com/local/reviews?placeid=ChIJnQZkPrY1K4gRc9XoynkXjQY&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=472059347806508403,472059347806508403,https://www.google.com/search?kgmid=/g/11bw63mc20&kponly,/g/11bw63mc20,43.639618,-79.44675699999999,,,"Saturday:[12-8p.m.], Sunday:[Closed], Monday:[Closed], Tuesday:[11a.m.-8p.m.], Wednesday:[11a.m.-8p.m.], Thursday:[11a.m.-8p.m.], Friday:[11a.m.-8p.m.]",https://lh5.googleusercontent.com/p/AF1QipNo4h22W5EuZm12xkzc8Hx-qNI0OlNtdpx3RF3Q=w92-h92-k-no,ChIJnQZkPrY1K4gRc9XoynkXjQY
Sportsnet Grill,Global tastes & a Rogers Centre view,"1 Blue Jays Way, Toronto, ON M5V 1J4",1 Blue Jays Way,Toronto,"Restaurant, Bar & grill, Lounge, Sports bar",87M2JJR6+P8,"(416) 341-5045, +1 416-341-5045",sngrill.info@torontomarriott.com,180,4.2,"https://search.google.com/local/reviews?placeid=ChIJzbrH6tc0K4gRNBEBmtOP_6I&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=11745264492190175540,11745264492190175540,https://www.google.com/search?kgmid=/m/0526n5s&kponly,/m/0526n5s,43.641804,-79.38914199999999,http://www.sportsnetgrill.ca/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,sportsnetgrill.ca,"Saturday:[7a.m.-11p.m.], Sunday:[7a.m.-11p.m.], Monday:[7a.m.-11p.m.], Tuesday:[7a.m.-11p.m.], Wednesday:[7a.m.-11p.m.], Thursday:[7a.m.-11p.m.], Friday:[7a.m.-11p.m.]",https://lh5.googleusercontent.com/p/AF1QipN5u7KWFedHDTMmXGmq22rRxvY2WMxKmZukL0kP=w137-h92-k-no,ChIJzbrH6tc0K4gRNBEBmtOP_6I
Denny's,American diner chain running since 1953,"25 Woodstream Blvd, Woodbridge, ON L4L 7Y8",25 Woodstream Blvd,Woodbridge,"Diner, American restaurant, Breakfast restaurant",87M2Q9GW+CF,"(905) 605-8168, +1 905-605-8168","feedback@dennys.ca, last@dennys.ca",1078,4.1,"https://search.google.com/local/reviews?placeid=ChIJ1Tm9hyolK4gRByQ-ObEiHVg&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=6349269194227196935,6349269194227196935,https://www.google.com/search?kgmid=/g/11hbn81vkr&kponly,/g/11hbn81vkr,43.7761084,-79.6038093,https://www.dennys.ca/,dennys.ca,"Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipOmFbxK1QrYkQHOhPa0fru-s0Qn8ABp0kxbVQxf=w145-h92-k-no,ChIJ1Tm9hyolK4gRByQ-ObEiHVg
Veggie D’Light,Compact venue for vegan Caribbean food,"160 Baldwin St #3, Toronto, ON M5T 3K7",160 Baldwin St #3,Toronto,"Vegan restaurant, Caribbean restaurant, Organic restaurant",87M2MJ42+23,"(647) 352-7581, +1 647-352-7581",chefpeter@veggiedlight.com,350,4.9,"https://search.google.com/local/reviews?placeid=ChIJjQee0sM0K4gRfcCPKPP6rpc&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=10929949267939278973,10929949267939278973,https://www.google.com/search?kgmid=/g/11bwfhbrbq&kponly,/g/11bwfhbrbq,43.655058,-79.39982479999999,https://veggiedlight.com/,veggiedlight.com,"Saturday:[12-6p.m.], Sunday:[12-6p.m.], Monday:[Closed], Tuesday:[Closed], Wednesday:[Closed], Thursday:[Closed], Friday:[12-6p.m.]",https://lh5.googleusercontent.com/p/AF1QipOWyGbRQ4cnURHDpOdTB6PFGEvpTxX1mVprlxED=w163-h92-k-no,ChIJjQee0sM0K4gRfcCPKPP6rpc
Amsterdam Brewhouse,Brewpub with a varied comfort food menu,"245 Queens Quay W, Toronto, ON M5J 2K9",245 Queens Quay W,Toronto,"Brewpub, Beer store, Brewery",87M2JJQ8+54,"(416) 504-1020, +1 416-504-1020","shop@amsterdambeer.com, last@amsterdambeer.com",4917,4.2,"https://search.google.com/local/reviews?placeid=ChIJ22FaNyo1K4gRYKnKHwoYftQ&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=15311702214868380000,15311702214868380000,https://www.google.com/search?kgmid=/g/12ltcj8bt&kponly,/g/12ltcj8bt,43.637876299999995,-79.38472689999999,https://amsterdambeer.com/pages/brewhouse-by-the-lake,amsterdambeer.com,"Saturday:[11a.m.-2a.m.], Sunday:[11a.m.-11p.m.], Monday:[11a.m.-11p.m.], Tuesday:[11a.m.-11p.m.], Wednesday:[11a.m.-11p.m.], Thursday:[11a.m.-11p.m.], Friday:[11a.m.-2a.m.]",https://lh5.googleusercontent.com/p/AF1QipO7Ss-0rZ3jhT2p9eS-rEWtUub_oEAx6Bdqo7IU=w138-h92-k-no,ChIJ22FaNyo1K4gRYKnKHwoYftQ
Inspire Restaurant,"Creative dishes, drinks & a hip vibe","144 Main St N #1, Markham, ON L3P 5T3",144 Main St N #1,Markham,"Asian fusion restaurant, Asian restaurant, Bar & grill, Down home cooking restaurant, Hamburger restaurant, Western restaurant",87M2VPHQ+MF,"(905) 554-2889, +1 905-554-2889","605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com",866,4.5,"https://search.google.com/local/reviews?placeid=ChIJo9324jvW1IkReS3DEf6dOuc&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=16661803485955829113,16661803485955829113,https://www.google.com/search?kgmid=/g/11b5wch9py&kponly,/g/11b5wch9py,43.879242399999995,-79.2613253,http://www.inspirerestaurant.com/,inspirerestaurant.com,"Saturday:[3-9p.m.], Sunday:[3-9p.m.], Monday:[Closed], Tuesday:[Closed], Wednesday:[3-9p.m.], Thursday:[3-9p.m.], Friday:[3-9p.m.]",https://lh5.googleusercontent.com/p/AF1QipMr5t3zhC0_kfliKZwMvMU1EY8H6arUojjw4put=w122-h92-k-no,ChIJo9324jvW1IkReS3DEf6dOuc
Kyoto Japanese Cuisine - Canada,Casual go-to for creative rolls,"3883 Rutherford Rd, Woodbridge, ON L4L 9R8",3883 Rutherford Rd,Woodbridge,"Japanese restaurant, Sushi restaurant",87M2RCGV+43,"(905) 265-9988, +1 905-265-9988",,891,3.7,"https://search.google.com/local/reviews?placeid=ChIJ_Sh29WAvK4gRO3TCZLOg3kg&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=5250810907910632507,5250810907910632507,https://www.google.com/search?kgmid=/g/1hc1lkv__&kponly,/g/1hc1lkv__,43.8252885,-79.5572686,https://kyoto88.m988.com/,kyoto88.m988.com,"Saturday:[10a.m.-11:30p.m.], Sunday:[10a.m.-11p.m.], Monday:[10a.m.-11p.m.], Tuesday:[10a.m.-11p.m.], Wednesday:[10a.m.-11p.m.], Thursday:[10a.m.-11p.m.], Friday:[10a.m.-11:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipMz5ejbPc85um6IW3WLIUuq4b3jCzqW3QCYxysd=w122-h92-k-no,ChIJ_Sh29WAvK4gRO3TCZLOg3kg
The One Eighty,"Chic spot for drinks, bites & city views","55 Bloor St W 51st Floor, Toronto, ON M4W 1A5",55 Bloor St W 51st Floor,Toronto,"Restaurant, Event venue, Lounge",87M2MJ96+VF,"(416) 967-0000, +1 416-967-0000",Emailinfo@the51stfloor.com,985,4.1,"https://search.google.com/local/reviews?placeid=ChIJKcn41rE0K4gR6RaEEeKvcJg&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=10984472876647978729,10984472876647978729,https://www.google.com/search?kgmid=/m/0fg6n3&kponly,/m/0fg6n3,43.6696911,-79.3887567,http://www.the51stfloor.com/,the51stfloor.com,"Saturday:[4-11p.m.], Sunday:[4-11p.m.], Monday:[4-11p.m.], Tuesday:[4-11p.m.], Wednesday:[4-11p.m.], Thursday:[4-11p.m.], Friday:[4-11p.m.]",https://lh5.googleusercontent.com/p/AF1QipOdrlj3FKGzYJw0UvSHNGszK0G9bfqs_3nSM6ay=w122-h92-k-no,ChIJKcn41rE0K4gR6RaEEeKvcJg
Sake Sushi,All-you-can-eat Japanese restaurant,"5875 Hwy 7 #1a, Woodbridge, ON L4L 1T9",5875 Hwy 7 #1a,Woodbridge,"Japanese restaurant, Buffet restaurant, Sushi restaurant",87M2Q9FJ+8X,"(905) 851-1168, +1 905-851-1168",,1500,4.1,"https://search.google.com/local/reviews?placeid=ChIJQWFejDI7K4gRAcfNorOCGGA&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=6924428135124289281,6924428135124289281,https://www.google.com/search?kgmid=/g/12cnr5_nq&kponly,/g/12cnr5_nq,43.773356899999996,-79.61753,https://sakesushionline.com/,sakesushionline.com,"Saturday:[12-11p.m.], Sunday:[12-10p.m.], Monday:[11:15a.m.-10p.m.], Tuesday:[11a.m.-10p.m.], Wednesday:[11a.m.-10p.m.], Thursday:[11a.m.-10p.m.], Friday:[11a.m.-11p.m.]",https://lh5.googleusercontent.com/p/AF1QipMGD9BoCpGwJujWuw9mspb02faVArllnmpAeogV=w80-h106-k-no,ChIJQWFejDI7K4gRAcfNorOCGGA
Bluffers Restaurant,Scenic option for seafood & steaks,"7 Brimley Rd S, Scarborough, ON M1M 3W3",7 Brimley Rd S,Scarborough,Restaurant,87M2PQ49+PF,"(416) 264-2337, +1 416-264-2337",bluffersrestaurant@gmail.com,372,4.3,"https://search.google.com/local/reviews?placeid=ChIJJ-0kIK_P1IkRNyeD7-XJpIU&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=9630043892628006711,9630043892628006711,https://www.google.com/search?kgmid=/g/1tddt5cq&kponly,/g/1tddt5cq,43.7068005,-79.2312614,http://bluffersrestaurant.ca/,bluffersrestaurant.ca,"Saturday:[12-9p.m.], Sunday:[12-9p.m.], Monday:[Closed], Tuesday:[12-9p.m.], Wednesday:[12-9p.m.], Thursday:[12-9p.m.], Friday:[12-9p.m.]",https://lh5.googleusercontent.com/p/AF1QipPA_j6Vta7-STu314RUF9uNRQwmqMtFIO-qOrHY=w163-h92-k-no,ChIJJ-0kIK_P1IkRNyeD7-XJpIU
